,Unnamed: 0,LOAN,MORTDUE,VALUE,REASON,JOB,YOJ,DEROG,DELINQ,CLAGE,NINQ,CLNO,DEBTINC
472,1991,"[25856, 27610)","[68724, 76070)",nan,DebtCon,Office,"[3, 4)",1,nan,"[93, 116)",0,6,"[20, 23)"
473,2034,"[25856, 27610)","[112795, 120140)","[144589, 161525)",DebtCon,Office,"[4, 5)",nan,nan,"[280, 303)",1,36,"[40, 43)"
474,2031,"[25856, 27610)","[112795, 120140)","[144589, 161525)",DebtCon,Office,"[4, 5)",nan,nan,"[280, 303)",2,36,"[43, 46)"
475,2064,"[25856, 27610)","[134830, 142175)","[178461, 195397)",DebtCon,Office,"[10, 11)",0,0,nan,0,0,nan
476,2124,"[27610, 29364)","[24654, 31999)","[42972, 59908)",DebtCon,Office,"[1, 2)",0,1,"[187, 210)",0,11,"[34, 37)"
477,2104,"[27610, 29364)","[39344, 46689)","[59908, 76844)",DebtCon,Office,"[19, 20)",0,0,"[163, 187)",2,22,"[31, 34)"
478,2082,"[27610, 29364)","[68724, 76070)","[110717, 127653)",DebtCon,Office,"[0, 1)",0,0,"[303, 327)",1,23,"[37, 40)"
479,2096,"[27610, 29364)","[83415, 90760)","[110717, 127653)",DebtCon,Office,"[9, 10)",0,0,"[397, 420)",0,44,"[40, 43)"
480,2107,"[27610, 29364)","[98105, 105450)","[127653, 144589)",DebtCon,Office,"[9, 10)",0,0,"[140, 163)",0,28,"[37, 40)"
481,2117,"[27610, 29364)","[98105, 105450)","[127653, 144589)",DebtCon,Office,"[10, 11)",0,0,"[116, 140)",0,29,"[37, 40)"
482,2142,"[29364, 31118)","[46689, 54034)","[93780, 110717)",DebtCon,Office,"[3, 4)",0,0,"[163, 187)",2,25,nan
483,2153,"[29364, 31118)","[54034, 61379)","[76844, 93780)",DebtCon,Office,"[0, 1)",0,0,"[140, 163)",3,19,"[40, 43)"
484,2157,"[29364, 31118)","[54034, 61379)","[93780, 110717)",DebtCon,Office,"[3, 4)",0,0,"[163, 187)",2,24,"[37, 40)"
485,2164,"[29364, 31118)","[142175, 149521)","[178461, 195397)",DebtCon,Office,"[11, 12)",0,0,nan,0,0,"[40, 43)"
486,2178,"[31118, 32872)","[46689, 54034)","[93780, 110717)",DebtCon,Office,"[4, 5)",0,0,"[163, 187)",1,25,"[34, 37)"
487,2221,"[32872, 34626)","[54034, 61379)","[93780, 110717)",DebtCon,Office,"[3, 4)",0,0,"[163, 187)",2,24,"[34, 37)"
488,2208,"[32872, 34626)","[149521, 156866)","[161525, 178461)",DebtCon,Office,"[9, 10)",0,0,"[116, 140)",4,32,nan
489,2225,"[32872, 34626)","[149521, 156866)","[161525, 178461)",DebtCon,Office,"[10, 11)",0,0,"[93, 116)",4,32,"[57, 60)"
490,2258,"[36380, 38134)","[17309, 24654)",nan,DebtCon,Office,"[3, 4)",0,4,"[116, 140)",2,25,nan
491,2334,"[48658, 50412)","[31999, 39344)","[59908, 76844)",DebtCon,Office,"[4, 5)",0,nan,"[187, 210)",1,16,"[28, 31)"
492,2324,"[48658, 50412)","[39344, 46689)","[59908, 76844)",DebtCon,Office,"[3, 4)",1,nan,"[187, 210)",0,16,"[28, 31)"
493,2338,"[48658, 50412)","[164211, 171556)","[229270, 246206)",DebtCon,Office,"[16, 17)",0,1,"[163, 187)",3,47,"[46, 48)"
494,2346,"[50412, 52166)","[31999, 39344)","[59908, 76844)",DebtCon,Office,"[6, 7)",1,nan,"[163, 187)",1,15,"[31, 34)"
495,2342,"[50412, 52166)","[46689, 54034)","[59908, 76844)",DebtCon,Office,"[12, 13)",0,0,"[93, 116)",1,25,"[37, 40)"
496,16,"[1300, 3054)","[17309, 24654)","[26036, 42972)",DebtCon,Other,"[2, 3)",0,0,"[187, 210)",0,12,nan
497,118,"[4808, 6562)","[2619, 9964)","[26036, 42972)",DebtCon,Other,"[8, 9)",0,1,"[116, 140)",3,6,nan
498,119,"[4808, 6562)","[17309, 24654)","[26036, 42972)",DebtCon,Other,"[4, 5)",0,0,"[70, 93)",3,20,nan
499,101,"[4808, 6562)","[24654, 31999)","[26036, 42972)",DebtCon,Other,"[0, 1)",1,0,"[0, 23)",10,6,"[28, 31)"
500,149,"[4808, 6562)","[24654, 31999)","[26036, 42972)",DebtCon,Other,"[1, 2)",1,0,"[0, 23)",10,6,"[28, 31)"
501,158,"[4808, 6562)","[24654, 31999)","[26036, 42972)",DebtCon,Other,"[1, 2)",1,0,"[0, 23)",10,6,"[28, 31)"
502,117,"[4808, 6562)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[19, 20)",0,0,"[70, 93)",2,13,nan
503,160,"[4808, 6562)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[1, 2)",1,0,"[93, 116)",6,38,nan
504,71,"[4808, 6562)","[68724, 76070)","[93780, 110717)",DebtCon,Other,"[0, 1)",0,0,"[116, 140)",1,10,"[34, 37)"
505,64,"[4808, 6562)","[76070, 83415)","[93780, 110717)",DebtCon,Other,"[1, 2)",0,0,"[116, 140)",2,10,"[37, 40)"
506,74,"[4808, 6562)",nan,"[9100, 26036)",DebtCon,Other,"[1, 2)",0,1,"[70, 93)",1,2,nan
507,275,"[6562, 8316)","[2619, 9964)",nan,DebtCon,Other,"[1, 2)",3,2,"[93, 116)",6,15,nan
508,304,"[6562, 8316)","[9964, 17309)","[26036, 42972)",DebtCon,Other,"[3, 4)",0,0,"[257, 280)",0,11,"[20, 23)"
509,293,"[6562, 8316)","[9964, 17309)","[26036, 42972)",DebtCon,Other,"[3, 4)",0,0,"[257, 280)",0,12,"[20, 23)"
510,240,"[6562, 8316)","[9964, 17309)","[26036, 42972)",DebtCon,Other,"[3, 4)",0,7,"[116, 140)",0,22,nan
511,221,"[6562, 8316)","[9964, 17309)","[26036, 42972)",DebtCon,Other,"[5, 6)",0,0,"[280, 303)",0,11,"[23, 25)"
512,291,"[6562, 8316)","[24654, 31999)","[26036, 42972)",DebtCon,Other,"[0, 1)",1,0,"[23, 46)",10,7,"[28, 31)"
513,197,"[6562, 8316)","[24654, 31999)","[26036, 42972)",DebtCon,Other,"[1, 2)",0,0,"[23, 46)",9,7,"[28, 31)"
514,290,"[6562, 8316)","[24654, 31999)","[26036, 42972)",DebtCon,Other,"[5, 6)",0,0,"[116, 140)",0,16,"[37, 40)"
515,189,"[6562, 8316)","[24654, 31999)","[42972, 59908)",DebtCon,Other,"[11, 12)",0,0,"[233, 257)",1,32,nan
516,226,"[6562, 8316)","[31999, 39344)","[42972, 59908)",DebtCon,Other,"[2, 3)",0,0,"[140, 163)",0,18,nan
517,264,"[6562, 8316)","[31999, 39344)","[42972, 59908)",DebtCon,Other,"[3, 4)",0,0,"[93, 116)",0,13,nan
518,315,"[6562, 8316)","[31999, 39344)","[42972, 59908)",DebtCon,Other,"[10, 11)",0,0,"[233, 257)",1,31,"[37, 40)"
519,202,"[6562, 8316)","[31999, 39344)","[42972, 59908)",DebtCon,Other,"[15, 16)",0,0,"[70, 93)",0,12,nan
520,242,"[6562, 8316)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[11, 12)",0,0,"[93, 116)",0,23,nan
521,251,"[6562, 8316)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[14, 15)",0,0,"[70, 93)",0,11,"[31, 34)"
522,312,"[6562, 8316)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[16, 17)",0,0,"[70, 93)",0,12,"[31, 34)"
523,203,"[6562, 8316)","[39344, 46689)","[59908, 76844)",DebtCon,Other,"[24, 25)",0,0,"[140, 163)",1,14,nan
524,302,"[6562, 8316)","[46689, 54034)","[42972, 59908)",DebtCon,Other,"[17, 18)",0,4,"[210, 233)",0,36,"[25, 28)"
525,299,"[6562, 8316)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[0, 1)",0,0,nan,0,0,nan
526,198,"[6562, 8316)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[0, 1)",0,0,"[46, 70)",7,21,"[25, 28)"
527,244,"[6562, 8316)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[1, 2)",0,1,"[93, 116)",2,18,"[37, 40)"
528,209,"[6562, 8316)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[6, 7)",0,1,"[23, 46)",0,13,nan
529,181,"[6562, 8316)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[10, 11)",2,0,"[116, 140)",0,22,"[37, 40)"
530,253,"[6562, 8316)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[12, 13)",2,0,"[70, 93)",10,8,"[43, 46)"
531,187,"[6562, 8316)","[61379, 68724)","[76844, 93780)",DebtCon,Other,"[3, 4)",1,1,"[233, 257)",0,8,nan
532,273,"[6562, 8316)","[61379, 68724)","[76844, 93780)",DebtCon,Other,"[16, 17)",nan,nan,"[140, 163)",4,16,nan
533,276,"[6562, 8316)","[61379, 68724)",nan,DebtCon,Other,"[9, 10)",1,1,"[116, 140)",1,26,nan
534,277,"[6562, 8316)","[83415, 90760)","[110717, 127653)",DebtCon,Other,"[7, 8)",1,3,"[140, 163)",1,20,nan
535,278,"[6562, 8316)","[90760, 98105)","[110717, 127653)",DebtCon,Other,"[8, 9)",0,3,"[140, 163)",0,19,"[25, 28)"
536,168,"[6562, 8316)",nan,"[26036, 42972)",DebtCon,Other,"[2, 3)",0,0,"[280, 303)",0,14,"[23, 25)"
537,467,"[8316, 10070)","[2619, 9964)","[26036, 42972)",DebtCon,Other,"[4, 5)",0,0,"[233, 257)",0,12,"[23, 25)"
538,383,"[8316, 10070)","[2619, 9964)","[26036, 42972)",DebtCon,Other,"[4, 5)",0,0,"[257, 280)",0,12,"[23, 25)"
539,483,"[8316, 10070)","[2619, 9964)","[76844, 93780)",DebtCon,Other,"[8, 9)",0,0,"[257, 280)",0,14,nan
540,450,"[8316, 10070)","[9964, 17309)","[26036, 42972)",DebtCon,Other,"[6, 7)",0,0,"[257, 280)",0,11,"[20, 23)"
541,501,"[8316, 10070)","[9964, 17309)","[42972, 59908)",DebtCon,Other,"[24, 25)",0,0,"[257, 280)",1,16,nan
542,397,"[8316, 10070)","[24654, 31999)","[26036, 42972)",DebtCon,Other,"[1, 2)",0,0,"[23, 46)",9,7,"[25, 28)"
543,482,"[8316, 10070)","[24654, 31999)","[59908, 76844)",DebtCon,Other,"[21, 22)",0,0,"[163, 187)",0,16,nan
544,366,"[8316, 10070)","[31999, 39344)","[26036, 42972)",DebtCon,Other,"[3, 4)",0,0,"[70, 93)",3,19,"[25, 28)"
545,464,"[8316, 10070)","[31999, 39344)","[42972, 59908)",DebtCon,Other,"[11, 12)",0,0,"[210, 233)",1,31,"[37, 40)"
546,456,"[8316, 10070)","[31999, 39344)","[42972, 59908)",DebtCon,Other,"[12, 13)",0,0,"[210, 233)",1,32,"[37, 40)"
547,390,"[8316, 10070)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[5, 6)",0,3,"[70, 93)",3,28,nan
548,424,"[8316, 10070)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[6, 7)",0,0,"[46, 70)",1,10,"[28, 31)"
549,433,"[8316, 10070)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[15, 16)",0,0,"[70, 93)",0,12,"[28, 31)"
550,440,"[8316, 10070)","[39344, 46689)","[59908, 76844)",DebtCon,Other,"[2, 3)",0,1,"[70, 93)",0,19,"[37, 40)"
551,425,"[8316, 10070)","[46689, 54034)","[42972, 59908)",DebtCon,Other,"[4, 5)",0,0,"[70, 93)",0,11,"[31, 34)"
552,414,"[8316, 10070)","[46689, 54034)","[42972, 59908)",DebtCon,Other,"[10, 11)",0,0,"[93, 116)",0,22,"[37, 40)"
553,405,"[8316, 10070)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[15, 16)",0,4,"[210, 233)",0,36,"[25, 28)"
554,436,"[8316, 10070)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[16, 17)",0,4,"[210, 233)",0,36,"[23, 25)"
555,329,"[8316, 10070)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[22, 23)",0,0,"[257, 280)",3,29,"[37, 40)"
556,422,"[8316, 10070)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[23, 24)",0,0,"[257, 280)",3,28,"[37, 40)"
557,384,"[8316, 10070)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[0, 1)",0,1,"[116, 140)",2,18,"[34, 37)"
558,418,"[8316, 10070)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[1, 2)",0,2,"[116, 140)",2,18,"[34, 37)"
559,457,"[8316, 10070)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[2, 3)",0,1,"[93, 116)",3,18,"[34, 37)"
560,437,"[8316, 10070)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[15, 16)",0,3,"[210, 233)",0,36,"[25, 28)"
561,499,"[8316, 10070)","[54034, 61379)","[76844, 93780)",DebtCon,Other,"[9, 10)",3,1,"[140, 163)",2,51,nan
562,432,"[8316, 10070)","[61379, 68724)","[59908, 76844)",DebtCon,Other,"[0, 1)",0,2,"[70, 93)",2,18,"[34, 37)"
563,351,"[8316, 10070)","[61379, 68724)","[76844, 93780)",DebtCon,Other,"[0, 1)",1,0,"[350, 374)",3,13,nan
564,498,"[8316, 10070)","[61379, 68724)","[76844, 93780)",DebtCon,Other,"[2, 3)",0,0,"[23, 46)",3,2,nan
565,484,"[8316, 10070)","[61379, 68724)","[76844, 93780)",DebtCon,Other,"[3, 4)",nan,nan,"[163, 187)",nan,35,nan
566,445,"[8316, 10070)","[68724, 76070)","[76844, 93780)",DebtCon,Other,"[8, 9)",0,3,"[163, 187)",0,34,nan
567,455,"[8316, 10070)","[68724, 76070)","[93780, 110717)",DebtCon,Other,"[16, 17)",nan,nan,"[116, 140)",3,15,"[25, 28)"
568,400,"[8316, 10070)","[68724, 76070)","[93780, 110717)",DebtCon,Other,"[16, 17)",nan,nan,"[116, 140)",3,16,"[25, 28)"
569,379,"[8316, 10070)","[76070, 83415)","[76844, 93780)",DebtCon,Other,"[0, 1)",0,0,"[116, 140)",2,10,"[37, 40)"
570,338,"[8316, 10070)","[76070, 83415)","[76844, 93780)",DebtCon,Other,"[1, 2)",0,0,"[116, 140)",1,10,"[34, 37)"
571,409,"[8316, 10070)","[76070, 83415)","[93780, 110717)",DebtCon,Other,"[3, 4)",0,0,"[93, 116)",2,31,"[40, 43)"
572,504,"[8316, 10070)","[90760, 98105)","[93780, 110717)",DebtCon,Other,"[16, 17)",1,3,"[116, 140)",2,22,nan
573,348,"[8316, 10070)","[120140, 127485)","[161525, 178461)",DebtCon,Other,"[8, 9)",0,0,"[210, 233)",1,19,"[31, 34)"
574,419,"[8316, 10070)","[120140, 127485)","[178461, 195397)",DebtCon,Other,"[7, 8)",0,0,"[210, 233)",0,19,"[34, 37)"
575,604,"[10070, 11824)","[9964, 17309)","[26036, 42972)",DebtCon,Other,"[5, 6)",0,0,"[233, 257)",0,11,"[20, 23)"
576,635,"[10070, 11824)","[17309, 24654)","[76844, 93780)",DebtCon,Other,"[10, 11)",0,0,"[257, 280)",0,13,"[20, 23)"
577,567,"[10070, 11824)","[24654, 31999)","[42972, 59908)",DebtCon,Other,"[8, 9)",nan,1,"[140, 163)",6,29,"[37, 40)"
578,588,"[10070, 11824)","[24654, 31999)","[42972, 59908)",DebtCon,Other,"[12, 13)",nan,1,"[140, 163)",7,28,"[34, 37)"
579,564,"[10070, 11824)","[31999, 39344)","[42972, 59908)",DebtCon,Other,"[10, 11)",0,0,"[233, 257)",1,32,"[34, 37)"
580,549,"[10070, 11824)","[31999, 39344)","[42972, 59908)",DebtCon,Other,"[15, 16)",0,0,"[70, 93)",0,11,"[31, 34)"
581,669,"[10070, 11824)","[31999, 39344)","[42972, 59908)",DebtCon,Other,nan,0,0,"[70, 93)",0,15,nan
582,525,"[10070, 11824)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[0, 1)",1,0,"[187, 210)",2,13,nan
583,598,"[10070, 11824)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[15, 16)",0,0,"[46, 70)",0,11,"[28, 31)"
584,562,"[10070, 11824)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[16, 17)",0,0,"[70, 93)",0,12,"[31, 34)"
585,679,"[10070, 11824)","[39344, 46689)","[42972, 59908)",DebtCon,Other,nan,0,0,"[70, 93)",0,15,"[37, 40)"
586,631,"[10070, 11824)","[39344, 46689)","[59908, 76844)",DebtCon,Other,"[3, 4)",0,1,"[70, 93)",0,20,"[37, 40)"
587,575,"[10070, 11824)","[39344, 46689)","[59908, 76844)",DebtCon,Other,"[6, 7)",0,0,"[70, 93)",1,10,"[28, 31)"
588,552,"[10070, 11824)","[39344, 46689)","[59908, 76844)",DebtCon,Other,"[12, 13)",0,0,"[93, 116)",6,15,"[40, 43)"
589,611,"[10070, 11824)","[39344, 46689)","[59908, 76844)",DebtCon,Other,"[14, 15)",0,0,"[163, 187)",0,18,nan
590,632,"[10070, 11824)","[46689, 54034)","[42972, 59908)",DebtCon,Other,"[6, 7)",0,0,"[70, 93)",0,10,"[28, 31)"
591,654,"[10070, 11824)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[2, 3)",0,0,"[93, 116)",0,20,"[37, 40)"
592,608,"[10070, 11824)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[3, 4)",0,1,"[70, 93)",0,20,"[37, 40)"
593,619,"[10070, 11824)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[5, 6)",0,0,"[46, 70)",1,11,"[28, 31)"
594,607,"[10070, 11824)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[9, 10)",0,0,"[70, 93)",0,22,"[37, 40)"
595,528,"[10070, 11824)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[13, 14)",0,3,"[116, 140)",2,23,nan
596,517,"[10070, 11824)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[16, 17)",0,4,"[210, 233)",0,36,"[23, 25)"
597,556,"[10070, 11824)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[2, 3)",0,0,"[93, 116)",8,21,"[43, 46)"
598,610,"[10070, 11824)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[3, 4)",0,1,"[303, 327)",0,10,"[31, 34)"
599,665,"[10070, 11824)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[4, 5)",0,1,"[303, 327)",0,9,"[31, 34)"
600,670,"[10070, 11824)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[5, 6)",0,0,"[23, 46)",4,15,nan
601,617,"[10070, 11824)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[5, 6)",0,0,"[303, 327)",0,10,"[31, 34)"
602,658,"[10070, 11824)","[61379, 68724)","[59908, 76844)",DebtCon,Other,"[3, 4)",0,0,"[187, 210)",2,16,"[34, 37)"
603,557,"[10070, 11824)","[61379, 68724)","[59908, 76844)",DebtCon,Other,"[3, 4)",0,2,"[303, 327)",0,10,"[31, 34)"
604,629,"[10070, 11824)","[61379, 68724)","[93780, 110717)",DebtCon,Other,"[9, 10)",0,0,"[210, 233)",0,20,"[17, 20)"
605,518,"[10070, 11824)","[68724, 76070)","[76844, 93780)",DebtCon,Other,"[2, 3)",nan,nan,"[163, 187)",nan,34,"[28, 31)"
606,667,"[10070, 11824)","[76070, 83415)","[93780, 110717)",DebtCon,Other,"[0, 1)",4,0,nan,0,3,"[28, 31)"
607,623,"[10070, 11824)","[76070, 83415)","[93780, 110717)",DebtCon,Other,"[3, 4)",0,0,"[70, 93)",2,31,"[37, 40)"
608,551,"[10070, 11824)","[76070, 83415)","[93780, 110717)",DebtCon,Other,"[10, 11)",0,0,"[163, 187)",4,21,"[40, 43)"
609,681,"[10070, 11824)","[83415, 90760)","[76844, 93780)",DebtCon,Other,"[0, 1)",4,0,nan,0,4,"[28, 31)"
610,512,"[10070, 11824)","[83415, 90760)","[93780, 110717)",DebtCon,Other,"[13, 14)",0,0,"[210, 233)",2,16,"[40, 43)"
611,605,"[10070, 11824)","[83415, 90760)","[110717, 127653)",DebtCon,Other,"[11, 12)",0,0,"[210, 233)",2,15,"[37, 40)"
612,668,"[10070, 11824)","[90760, 98105)","[93780, 110717)",DebtCon,Other,"[11, 12)",0,0,"[187, 210)",3,16,"[37, 40)"
613,692,"[10070, 11824)","[90760, 98105)","[93780, 110717)",DebtCon,Other,"[12, 13)",0,0,"[210, 233)",2,15,"[40, 43)"
614,523,"[10070, 11824)","[90760, 98105)","[93780, 110717)",DebtCon,Other,"[13, 14)",0,0,"[187, 210)",3,16,"[40, 43)"
615,633,"[10070, 11824)","[90760, 98105)","[110717, 127653)",DebtCon,Other,"[13, 14)",0,0,"[187, 210)",3,16,"[37, 40)"
616,691,"[10070, 11824)","[98105, 105450)","[93780, 110717)",DebtCon,Other,"[18, 19)",0,2,"[187, 210)",1,16,"[37, 40)"
617,663,"[10070, 11824)","[98105, 105450)","[110717, 127653)",DebtCon,Other,"[18, 19)",0,1,"[187, 210)",1,16,"[37, 40)"
618,616,"[10070, 11824)","[120140, 127485)","[127653, 144589)",DebtCon,Other,"[5, 6)",0,0,"[116, 140)",2,30,nan
619,583,"[10070, 11824)","[120140, 127485)","[161525, 178461)",DebtCon,Other,"[8, 9)",0,0,"[210, 233)",1,19,"[31, 34)"
620,520,"[10070, 11824)","[120140, 127485)","[178461, 195397)",DebtCon,Other,"[8, 9)",0,0,"[187, 210)",1,20,"[31, 34)"
621,515,"[10070, 11824)",nan,"[9100, 26036)",DebtCon,Other,nan,1,0,"[116, 140)",1,5,nan
622,733,"[11824, 13578)","[9964, 17309)","[76844, 93780)",DebtCon,Other,"[7, 8)",0,0,"[257, 280)",0,14,"[17, 20)"
623,738,"[11824, 13578)","[17309, 24654)","[26036, 42972)",DebtCon,Other,"[0, 1)",0,0,"[163, 187)",1,17,nan
624,745,"[11824, 13578)","[24654, 31999)","[26036, 42972)",DebtCon,Other,"[0, 1)",nan,nan,nan,nan,nan,"[37, 40)"
625,864,"[11824, 13578)","[24654, 31999)","[26036, 42972)",DebtCon,Other,"[0, 1)",nan,nan,nan,nan,nan,"[37, 40)"
626,774,"[11824, 13578)","[24654, 31999)","[26036, 42972)",DebtCon,Other,"[2, 3)",nan,nan,nan,nan,nan,"[37, 40)"
627,838,"[11824, 13578)","[24654, 31999)","[26036, 42972)",DebtCon,Other,"[9, 10)",nan,0,"[140, 163)",6,28,"[37, 40)"
628,734,"[11824, 13578)","[24654, 31999)","[59908, 76844)",DebtCon,Other,"[8, 9)",nan,nan,"[93, 116)",1,22,"[43, 46)"
629,724,"[11824, 13578)","[24654, 31999)","[59908, 76844)",DebtCon,Other,"[8, 9)",nan,nan,"[93, 116)",2,22,nan
630,901,"[11824, 13578)","[24654, 31999)","[76844, 93780)",DebtCon,Other,"[0, 1)",6,4,"[210, 233)",6,37,nan
631,783,"[11824, 13578)","[31999, 39344)","[26036, 42972)",DebtCon,Other,"[10, 11)",nan,1,"[163, 187)",7,29,"[37, 40)"
632,849,"[11824, 13578)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[0, 1)",1,0,"[163, 187)",1,12,"[28, 31)"
633,720,"[11824, 13578)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[3, 4)",0,0,"[163, 187)",0,14,nan
634,836,"[11824, 13578)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[4, 5)",0,0,"[93, 116)",1,16,"[37, 40)"
635,778,"[11824, 13578)","[39344, 46689)","[42972, 59908)",DebtCon,Other,"[5, 6)",1,0,"[93, 116)",10,18,nan
636,743,"[11824, 13578)","[39344, 46689)","[59908, 76844)",DebtCon,Other,"[0, 1)",0,0,"[257, 280)",0,20,"[28, 31)"
637,714,"[11824, 13578)","[39344, 46689)","[59908, 76844)",DebtCon,Other,"[1, 2)",0,0,"[257, 280)",0,21,nan
638,712,"[11824, 13578)","[39344, 46689)","[59908, 76844)",DebtCon,Other,"[4, 5)",1,2,"[140, 163)",0,23,nan
639,827,"[11824, 13578)","[39344, 46689)","[59908, 76844)",DebtCon,Other,"[7, 8)",0,0,"[70, 93)",5,18,nan
640,731,"[11824, 13578)","[46689, 54034)","[42972, 59908)",DebtCon,Other,"[5, 6)",0,0,"[257, 280)",0,18,"[63, 66)"
641,886,"[11824, 13578)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[0, 1)",0,0,"[257, 280)",0,21,"[28, 31)"
642,799,"[11824, 13578)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[0, 1)",1,0,"[187, 210)",2,13,"[25, 28)"
643,810,"[11824, 13578)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[0, 1)",1,0,"[257, 280)",0,21,"[28, 31)"
644,881,"[11824, 13578)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[3, 4)",0,0,"[163, 187)",0,14,"[25, 28)"
645,735,"[11824, 13578)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[3, 4)",0,0,"[163, 187)",0,14,"[28, 31)"
646,737,"[11824, 13578)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[4, 5)",0,0,"[163, 187)",0,13,"[25, 28)"
647,803,"[11824, 13578)","[46689, 54034)","[59908, 76844)",DebtCon,Other,"[9, 10)",0,0,"[233, 257)",0,17,"[31, 34)"
648,905,"[11824, 13578)","[46689, 54034)","[127653, 144589)",DebtCon,Other,"[1, 2)",0,0,"[257, 280)",4,43,"[40, 43)"
649,879,"[11824, 13578)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[0, 1)",0,0,"[210, 233)",0,10,"[31, 34)"
650,751,"[11824, 13578)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[1, 2)",0,0,"[233, 257)",0,9,"[34, 37)"
651,748,"[11824, 13578)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[2, 3)",0,0,"[163, 187)",1,16,"[34, 37)"
652,767,"[11824, 13578)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[3, 4)",0,1,"[303, 327)",0,9,"[31, 34)"
653,764,"[11824, 13578)","[54034, 61379)","[59908, 76844)",DebtCon,Other,"[12, 13)",0,0,"[116, 140)",0,20,"[34, 37)"
654,797,"[11824, 13578)","[54034, 61379)","[76844, 93780)",DebtCon,Other,"[0, 1)",0,0,"[23, 46)",1,3,"[40, 43)"
655,801,"[11824, 13578)","[54034, 61379)","[76844, 93780)",DebtCon,Other,"[0, 1)",0,0,"[116, 140)",3,11,"[37, 40)"
656,887,"[11824, 13578)","[61379, 68724)","[76844, 93780)",DebtCon,Other,"[2, 3)",0,0,"[0, 23)",1,3,"[40, 43)"
657,877,"[11824, 13578)","[61379, 68724)","[76844, 93780)",DebtCon,Other,"[2, 3)",nan,nan,"[163, 187)",nan,34,"[31, 34)"
658,809,"[11824, 13578)","[61379, 68724)","[76844, 93780)",DebtCon,Other,"[3, 4)",nan,nan,"[140, 163)",nan,34,"[28, 31)"
659,871,"[11824, 13578)","[61379, 68724)","[76844, 93780)",DebtCon,Other,"[3, 4)",nan,nan,"[140, 163)",nan,34,"[28, 31)"
660,782,"[11824, 13578)","[61379, 68724)","[93780, 110717)",DebtCon,Other,"[9, 10)",0,0,"[187, 210)",0,20,"[17, 20)"
661,863,"[11824, 13578)","[68724, 76070)","[76844, 93780)",DebtCon,Other,"[0, 1)",0,0,"[233, 257)",3,25,"[28, 31)"
662,859,"[11824, 13578)","[68724, 76070)","[76844, 93780)",DebtCon,Other,"[3, 4)",0,0,"[233, 257)",2,25,"[28, 31)"
663,889,"[11824, 13578)","[68724, 76070)","[76844, 93780)",DebtCon,Other,"[3, 4)",nan,nan,"[163, 187)",nan,35,"[28, 31)"
